data_ulist_id,link,name,country,battle_rating,silver,rank,vehicle_category,type,required_exp
ussr_btr_zd,https://wiki.warthunder.ru/unit/ussr_btr_zd,БТР-ЗД,ussr,6.0,155000,IV,Наземная техника,vehicle,46000
ussr_m53_59,https://wiki.warthunder.ru/unit/ussr_m53_59,M53/59,ussr,6.3,200000,IV,Наземная техника,vehicle,63000
ussr_bt_7_1937_td,https://wiki.warthunder.ru/unit/ussr_bt_7_1937_td,БТ-7 TD,ussr,1.3,,I,Наземная техника,vehicle,
ussr_bt_7a_f32,https://wiki.warthunder.ru/unit/ussr_bt_7a_f32,БТ-7А (Ф-32),ussr,4.0,,II,Наземная техника,vehicle,
ussr_bm_31_12,https://wiki.warthunder.ru/unit/ussr_bm_31_12,БМ-31-12,ussr,4.0,,III,Наземная техника,vehicle,
ussr_m4a2_76w_sherman,https://wiki.warthunder.ru/unit/ussr_m4a2_76w_sherman,▂M4A2,ussr,5.3,,III,Наземная техника,vehicle,
ussr_kv_122,https://wiki.warthunder.ru/unit/ussr_kv_122,КВ-122,ussr,5.3,,IV,Наземная техника,vehicle,
ussr_is_6,https://wiki.warthunder.ru/unit/ussr_is_6,ИС-6,ussr,7.7,,V,Наземная техника,vehicle,
ussr_bmd_4,https://wiki.warthunder.ru/unit/ussr_bmd_4,БМД-4,ussr,9.3,,VI,Наземная техника,vehicle,
ussr_bmp_2m,https://wiki.warthunder.ru/unit/ussr_bmp_2m,БМП-2М,ussr,10.3,,VII,Наземная техника,vehicle,
ussr_ba_11,https://wiki.warthunder.ru/unit/ussr_ba_11,БА-11,ussr,1.3,,I,Наземная техника,vehicle,
ussr_bm_8_24,https://wiki.warthunder.ru/unit/ussr_bm_8_24,БМ-8-24,ussr,1.3,,I,Наземная техника,vehicle,
ussr_m3c,https://wiki.warthunder.ru/unit/ussr_m3c,▂М-3 Средний,ussr,2.7,,II,Наземная техника,vehicle,
ussr_bm_13n,https://wiki.warthunder.ru/unit/ussr_bm_13n,БМ-13Н,ussr,2.7,,II,Наземная техника,vehicle,
ussr_kv_2_1940,https://wiki.warthunder.ru/unit/ussr_kv_2_1940,КВ-2 (1940),ussr,3.7,,III,Наземная техника,vehicle,
ussr_kv_1e,https://wiki.warthunder.ru/unit/ussr_kv_1e,КВ-1Э,ussr,4.3,,III,Наземная техника,vehicle,
ussr_kv_2_zis_6,https://wiki.warthunder.ru/unit/ussr_kv_2_zis_6,КВ-2 (ЗиС-6),ussr,5.0,,III,Наземная техника,vehicle,
ussr_kv_220,https://wiki.warthunder.ru/unit/ussr_kv_220,КВ-220,ussr,6.0,,IV,Наземная техника,vehicle,
ussr_is_2_1944_revenge,https://wiki.warthunder.ru/unit/ussr_is_2_1944_revenge,"ИС-2 ""Месть""",ussr,6.7,,IV,Наземная техника,vehicle,
ussr_is_7,https://wiki.warthunder.ru/unit/ussr_is_7,ИС-7,ussr,8.3,,VI,Наземная техника,vehicle,
ussr_kv_7_u13,https://wiki.warthunder.ru/unit/ussr_kv_7_u13,КВ-7 (У-13),ussr,4.3,,III,Наземная техника,vehicle,
ussr_bmd_4m,https://wiki.warthunder.ru/unit/ussr_bmd_4m,БМД-4M,ussr,9.3,,VI,Наземная техника,vehicle,
ussr_garford_putilov,https://wiki.warthunder.ru/unit/ussr_garford_putilov,Гарфордъ,ussr,1.0,,I,Наземная техника,vehicle,
ussr_pt_76b,https://wiki.warthunder.ru/unit/ussr_pt_76b,ПТ-76Б,ussr,5.3,135000,III,Наземная техника,vehicle,40000
ussr_su_100p,https://wiki.warthunder.ru/unit/ussr_su_100p,СУ-100П,ussr,6.3,210000,IV,Наземная техника,vehicle,71000
ussr_su_122,https://wiki.warthunder.ru/unit/ussr_su_122,СУ-122,ussr,2.7,16000,II,Наземная техника,vehicle,9200
ussr_su_122_54,https://wiki.warthunder.ru/unit/ussr_su_122_54,СУ-122-54,ussr,6.7,240000,V,Наземная техника,vehicle,82000
ussr_t_34e_stz,https://wiki.warthunder.ru/unit/ussr_t_34e_stz,Т-34Э СТЗ,ussr,4.0,32000,II,Наземная техника,vehicle,6900
ussr_t_26_1940,https://wiki.warthunder.ru/unit/ussr_t_26_1940,Т-26,ussr,1.0,0,I,Наземная техника,vehicle,
ussr_t_28_1938,https://wiki.warthunder.ru/unit/ussr_t_28_1938,Т-28 (1938),ussr,1.3,700,I,Наземная техника,vehicle,2900
ussr_t_28,https://wiki.warthunder.ru/unit/ussr_t_28,Т-28,ussr,1.7,2100,I,Наземная техника,vehicle,4000
ussr_t_28e,https://wiki.warthunder.ru/unit/ussr_t_28e,Т-28Э,ussr,2.3,10000,II,Наземная техника,vehicle,7900
ussr_t_10m,https://wiki.warthunder.ru/unit/ussr_t_10m,Т-10М,ussr,8.3,380000,VI,Наземная техника,vehicle,135000
ussr_object_435,https://wiki.warthunder.ru/unit/ussr_object_435,Объект 435,ussr,9.0,450000,VI,Наземная техника,vehicle,160000
ussr_t_26_4,https://wiki.warthunder.ru/unit/ussr_t_26_4,Т-26-4,ussr,1.0,700,I,Наземная техника,vehicle,2900
ussr_object_906,https://wiki.warthunder.ru/unit/ussr_object_906,Объект 906,ussr,8.0,340000,V,Наземная техника,vehicle,61000
ussr_object_685,https://wiki.warthunder.ru/unit/ussr_object_685,Объект 685,ussr,8.7,450000,VI,Наземная техника,vehicle,81000
ussr_su_5_1,https://wiki.warthunder.ru/unit/ussr_su_5_1,СУ-5-1,ussr,1.0,700,I,Наземная техника,vehicle,2900
ussr_su_76m_1943,https://wiki.warthunder.ru/unit/ussr_su_76m_1943,СУ-76М,ussr,2.0,6300,I,Наземная техника,vehicle,5900
ussr_su_57b,https://wiki.warthunder.ru/unit/ussr_su_57b,СУ-57Б,ussr,2.7,16000,II,Наземная техника,vehicle,4600
ussr_su_152,https://wiki.warthunder.ru/unit/ussr_su_152,СУ-152,ussr,4.0,47000,III,Наземная техника,vehicle,18000
ussr_su_85_1943,https://wiki.warthunder.ru/unit/ussr_su_85_1943,СУ-85,ussr,4.3,76000,III,Наземная техника,vehicle,13000
ussr_su_85m,https://wiki.warthunder.ru/unit/ussr_su_85m,СУ-85М,ussr,5.0,105000,III,Наземная техника,vehicle,33000
ussr_su_100_1945,https://wiki.warthunder.ru/unit/ussr_su_100_1945,СУ-100,ussr,6.0,185000,IV,Наземная техника,vehicle,27000
ussr_object_268,https://wiki.warthunder.ru/unit/ussr_object_268,Объект 268,ussr,7.0,270000,V,Наземная техника,vehicle,95000
ussr_object_775,https://wiki.warthunder.ru/unit/ussr_object_775,Объект 775,ussr,9.3,520000,VI,Наземная техника,vehicle,190000
ussr_pantsyr_s1,https://wiki.warthunder.ru/unit/ussr_pantsyr_s1,Панцирь-С1,ussr,12.0,1080000,VIII,Наземная техника,vehicle,400000
ussr_t_26_1940_1st_gvtbr,https://wiki.warthunder.ru/unit/ussr_t_26_1940_1st_gvtbr,Т-26 (1 Гв.Т.Бр.),ussr,1.0,,I,Наземная техника,vehicle,
ussr_su_57,https://wiki.warthunder.ru/unit/ussr_su_57,СУ-57,ussr,2.3,,I,Наземная техника,vehicle,
ussr_pzkpfw_iii_ausf_j_l42,https://wiki.warthunder.ru/unit/ussr_pzkpfw_iii_ausf_j_l42,▂T-III,ussr,2.3,,I,Наземная техника,vehicle,
ussr_t_126sp,https://wiki.warthunder.ru/unit/ussr_t_126sp,Т-126,ussr,3.0,,II,Наземная техника,vehicle,
ussr_t_34_1940_l_11,https://wiki.warthunder.ru/unit/ussr_t_34_1940_l_11,Т-34 (Прототип),ussr,3.3,,II,Наземная техника,vehicle,
ussr_smk,https://wiki.warthunder.ru/unit/ussr_smk,СМК,ussr,3.7,,II,Наземная техника,vehicle,
ussr_t_34e,https://wiki.warthunder.ru/unit/ussr_t_34e,Т-34Э,ussr,4.0,,II,Наземная техника,vehicle,
ussr_type_65_aa,https://wiki.warthunder.ru/unit/ussr_type_65_aa,▂Phòng không T-34,ussr,5.0,,III,Наземная техника,vehicle,
ussr_su_122p,https://wiki.warthunder.ru/unit/ussr_su_122p,СУ-122П,ussr,5.7,,IV,Наземная техника,vehicle,
ussr_t_34_100,https://wiki.warthunder.ru/unit/ussr_t_34_100,Т-34-100,ussr,6.3,,IV,Наземная техника,vehicle,
ussr_object_120,https://wiki.warthunder.ru/unit/ussr_object_120,Объект 120,ussr,8.0,,V,Наземная техника,vehicle,
ussr_to_55,https://wiki.warthunder.ru/unit/ussr_to_55,ТО-55,ussr,8.0,,V,Наземная техника,vehicle,
ussr_t_26e,https://wiki.warthunder.ru/unit/ussr_t_26e,Т-26Э,ussr,1.3,,I,Наземная техника,vehicle,
ussr_rbt_5,https://wiki.warthunder.ru/unit/ussr_rbt_5,РБТ-5,ussr,1.3,,I,Наземная техника,vehicle,
ussr_su_76m_5st_kav_corps,https://wiki.warthunder.ru/unit/ussr_su_76m_5st_kav_corps,СУ-76М (5гв.Кав.Корп),ussr,2.0,,II,Наземная техника,vehicle,
ussr_su_76d,https://wiki.warthunder.ru/unit/ussr_su_76d,СУ-76Д,ussr,2.3,,II,Наземная техника,vehicle,
ussr_su_85a,https://wiki.warthunder.ru/unit/ussr_su_85a,СУ-85А,ussr,4.0,,II,Наземная техника,vehicle,
ussr_su_100y,https://wiki.warthunder.ru/unit/ussr_su_100y,СУ-100Y,ussr,4.7,,III,Наземная техника,vehicle,
ussr_pzkpfw_v,https://wiki.warthunder.ru/unit/ussr_pzkpfw_v,▂T-V,ussr,6.0,,IV,Наземная техника,vehicle,
ussr_object_248,https://wiki.warthunder.ru/unit/ussr_object_248,Объект 248,ussr,6.7,,IV,Наземная техника,vehicle,
ussr_type_62,https://wiki.warthunder.ru/unit/ussr_type_62,▂Type 62,ussr,6.7,,IV,Наземная техника,vehicle,
ussr_t_10a,https://wiki.warthunder.ru/unit/ussr_t_10a,Т-10A,ussr,7.7,,V,Наземная техника,vehicle,
ussr_pt_76_57,https://wiki.warthunder.ru/unit/ussr_pt_76_57,ПТ-76-57,ussr,8.3,,V,Наземная техника,vehicle,
ussr_object_279,https://wiki.warthunder.ru/unit/ussr_object_279,Объект 279,ussr,9.0,,VI,Наземная техника,vehicle,
ussr_object_292,https://wiki.warthunder.ru/unit/ussr_object_292,Объект 292,ussr,10.7,,VII,Наземная техника,vehicle,
ussr_object_140,https://wiki.warthunder.ru/unit/ussr_object_140,Объект 140,ussr,8.3,,VI,Наземная техника,vehicle,
ussr_t_44_po,https://wiki.warthunder.ru/unit/ussr_t_44_po,Т-44(ПМ),ussr,6.3,,IV,Наземная техника,vehicle,
ussr_t_72b3_2011,https://wiki.warthunder.ru/unit/ussr_t_72b3_2011,Т-72Б3,ussr,11.7,950000,VII,Наземная техника,vehicle,350000
ussr_t_72m2_moderna,https://wiki.warthunder.ru/unit/ussr_t_72m2_moderna,T-72M2 Moderna,ussr,10.7,,VII,Наземная техника,vehicle,
ussr_t_90a,https://wiki.warthunder.ru/unit/ussr_t_90a,Т-90А,ussr,11.0,830000,VII,Наземная техника,vehicle,300000
ussr_t_90m_2020,https://wiki.warthunder.ru/unit/ussr_t_90m_2020,Т-90М,ussr,12.0,1080000,VIII,Наземная техника,vehicle,400000
ussr_zis_30,https://wiki.warthunder.ru/unit/ussr_zis_30,ЗиС-30,ussr,2.3,10000,II,Наземная техника,vehicle,7900
ussr_t_50,https://wiki.warthunder.ru/unit/ussr_t_50,Т-50,ussr,2.7,10000,II,Наземная техника,vehicle,7900
ussr_t_34_1941_l_11,https://wiki.warthunder.ru/unit/ussr_t_34_1941_l_11,Т-34 (1940),ussr,3.3,16000,II,Наземная техника,vehicle,9200
ussr_t_34_1941,https://wiki.warthunder.ru/unit/ussr_t_34_1941,Т-34 (1941),ussr,4.0,22000,II,Наземная техника,vehicle,5600
ussr_t_34_1942,https://wiki.warthunder.ru/unit/ussr_t_34_1942,Т-34 (1942),ussr,4.0,22000,II,Наземная техника,vehicle,11000
ussr_t_34_1941_57,https://wiki.warthunder.ru/unit/ussr_t_34_1941_57,Т-34-57,ussr,4.7,76000,III,Наземная техника,vehicle,26000
ussr_t_34_85_d_5t,https://wiki.warthunder.ru/unit/ussr_t_34_85_d_5t,Т-34-85 (Д-5Т),ussr,5.3,135000,III,Наземная техника,vehicle,40000
ussr_t_34_85_zis_53,https://wiki.warthunder.ru/unit/ussr_t_34_85_zis_53,Т-34-85,ussr,5.7,155000,IV,Наземная техника,vehicle,46000
ussr_t_44,https://wiki.warthunder.ru/unit/ussr_t_44,Т-44,ussr,6.7,210000,IV,Наземная техника,vehicle,71000
ussr_t_44_100,https://wiki.warthunder.ru/unit/ussr_t_44_100,Т-44-100,ussr,7.0,270000,V,Наземная техника,vehicle,95000
ussr_t_54_1947,https://wiki.warthunder.ru/unit/ussr_t_54_1947,Т-54 (1947),ussr,7.7,300000,V,Наземная техника,vehicle,105000
ussr_t_54_1949,https://wiki.warthunder.ru/unit/ussr_t_54_1949,Т-54 (1949),ussr,8.0,340000,V,Наземная техника,vehicle,61000
ussr_t_54_1951,https://wiki.warthunder.ru/unit/ussr_t_54_1951,Т-54 (1951),ussr,8.0,340000,V,Наземная техника,vehicle,61000
ussr_t_55a,https://wiki.warthunder.ru/unit/ussr_t_55a,Т-55А,ussr,8.3,380000,VI,Наземная техника,vehicle,135000
ussr_t_55_amd_1,https://wiki.warthunder.ru/unit/ussr_t_55_amd_1,Т-55АМД-1,ussr,9.0,450000,VI,Наземная техника,vehicle,81000
ussr_t_62,https://wiki.warthunder.ru/unit/ussr_t_62,Т-62,ussr,8.7,450000,VI,Наземная техника,vehicle,160000
ussr_t_62m1,https://wiki.warthunder.ru/unit/ussr_t_62m1,Т-62М-1,ussr,9.0,520000,VI,Наземная техника,vehicle,94000
ussr_t_72a,https://wiki.warthunder.ru/unit/ussr_t_72a,Т-72А,ussr,9.3,620000,VI,Наземная техника,vehicle,220000
ussr_t_72b,https://wiki.warthunder.ru/unit/ussr_t_72b,Т-72Б,ussr,10.3,710000,VII,Наземная техника,vehicle,260000
ussr_t_72b_1989,https://wiki.warthunder.ru/unit/ussr_t_72b_1989,Т-72Б (1989),ussr,10.3,830000,VII,Наземная техника,vehicle,150000
ussr_t_64a_1971,https://wiki.warthunder.ru/unit/ussr_t_64a_1971,Т-64А (1971),ussr,9.3,520000,VI,Наземная техника,vehicle,190000
ussr_t_64_b_1984,https://wiki.warthunder.ru/unit/ussr_t_64_b_1984,Т-64Б,ussr,9.7,620000,VI,Наземная техника,vehicle,110000
ussr_t_80b,https://wiki.warthunder.ru/unit/ussr_t_80b,Т-80Б,ussr,10.7,830000,VII,Наземная техника,vehicle,300000
ussr_t_80u,https://wiki.warthunder.ru/unit/ussr_t_80u,Т-80У,ussr,11.7,950000,VII,Наземная техника,vehicle,350000
ussr_t_80bvm,https://wiki.warthunder.ru/unit/ussr_t_80bvm,Т-80БВМ,ussr,12.0,1080000,VIII,Наземная техника,vehicle,400000
ussr_t_60_1941,https://wiki.warthunder.ru/unit/ussr_t_60_1941,Т-60,ussr,1.0,2100,I,Наземная техника,vehicle,4000
ussr_t_70_1942,https://wiki.warthunder.ru/unit/ussr_t_70_1942,Т-70,ussr,2.0,6300,I,Наземная техника,vehicle,5900
ussr_t_80,https://wiki.warthunder.ru/unit/ussr_t_80,Т-80,ussr,2.3,10000,II,Наземная техника,vehicle,7900
ussr_zis_43,https://wiki.warthunder.ru/unit/ussr_zis_43,ЗиС-43,ussr,3.0,22000,II,Наземная техника,vehicle,5600
ussr_zis_12_94km_1945,https://wiki.warthunder.ru/unit/ussr_zis_12_94km_1945,ЗиС-12 (94-КМ),ussr,3.3,22000,II,Наземная техника,vehicle,11000
ussr_zprk_2s6,https://wiki.warthunder.ru/unit/ussr_zprk_2s6,2С6,ussr,10.7,950000,VII,Наземная техника,vehicle,350000
ussr_t_35,https://wiki.warthunder.ru/unit/ussr_t_35,Т-35,ussr,1.3,,I,Наземная техника,vehicle,
ussr_t_34_1941_cast_turret,https://wiki.warthunder.ru/unit/ussr_t_34_1941_cast_turret,Т-34 (1 Гв.Т.Бр.),ussr,4.0,,II,Наземная техника,vehicle,
ussr_t_34_57_1943,https://wiki.warthunder.ru/unit/ussr_t_34_57_1943,Т-34-57 (1943),ussr,4.7,,III,Наземная техника,vehicle,
ussr_t_34_85e,https://wiki.warthunder.ru/unit/ussr_t_34_85e,Т-34-85Э,ussr,5.7,,IV,Наземная техника,vehicle,
ussr_t_44_122,https://wiki.warthunder.ru/unit/ussr_t_44_122,Т-44-122,ussr,6.3,,IV,Наземная техника,vehicle,
ussr_t_55_am,https://wiki.warthunder.ru/unit/ussr_t_55_am,Т-55АМ-1,ussr,9.0,,VI,Наземная техника,vehicle,
ussr_t_72av_turms,https://wiki.warthunder.ru/unit/ussr_t_72av_turms,Т-72АВ (TURMS-T),ussr,10.3,,VII,Наземная техника,vehicle,
ussr_t_80ud,https://wiki.warthunder.ru/unit/ussr_t_80ud,Т-80УД,ussr,10.3,,VII,Наземная техника,vehicle,
ussr_t_80ue1,https://wiki.warthunder.ru/unit/ussr_t_80ue1,Т-80У-Е1,ussr,11.7,,VII,Наземная техника,vehicle,
ussr_valentine_mk_9,https://wiki.warthunder.ru/unit/ussr_valentine_mk_9,"▂МК-IX ""Валентин""",ussr,3.0,,II,Наземная техника,vehicle,
ussr_t_80u_yt_cup_2019,https://wiki.warthunder.ru/unit/ussr_t_80u_yt_cup_2019,␙Т-80У,ussr,11.7,,VII,Наземная техника,vehicle,
ussr_t_80um2,https://wiki.warthunder.ru/unit/ussr_t_80um2,Т-80УМ2,ussr,11.3,,VII,Наземная техника,vehicle,
ussr_t_80uk,https://wiki.warthunder.ru/unit/ussr_t_80uk,Т-80УК,ussr,11.7,,VII,Наземная техника,vehicle,
ussr_t_34_85_zis_53_v80,https://wiki.warthunder.ru/unit/ussr_t_34_85_zis_53_v80,"Т-34-85 ""Партизан""",ussr,5.7,,III,Наземная техника,vehicle,
ussr_zsu_29k,https://wiki.warthunder.ru/unit/ussr_zsu_29k,ЯГ-10 (29-К),ussr,3.3,22000,II,Наземная техника,vehicle,11000
us_halftrack_m13,https://wiki.warthunder.ru/unit/us_halftrack_m13,M13 MGMC,usa,1.7,700,I,Наземная техника,vehicle,2900
us_halftrack_m15,https://wiki.warthunder.ru/unit/us_halftrack_m15,M15 CGMC,usa,1.7,2100,I,Наземная техника,vehicle,4000
us_m24_chaffee,https://wiki.warthunder.ru/unit/us_m24_chaffee,M24,usa,3.7,22000,II,Наземная техника,vehicle,11000
us_m18_hellcat,https://wiki.warthunder.ru/unit/us_m18_hellcat,M18 GMC,usa,6.0,135000,III,Наземная техника,vehicle,40000
us_hstv_l,https://wiki.warthunder.ru/unit/us_hstv_l,HSTV-L,usa,11.7,950000,VII,Наземная техника,vehicle,350000
us_m26_pershing,https://wiki.warthunder.ru/unit/us_m26_pershing,M26,usa,6.7,200000,IV,Наземная техника,vehicle,63000
us_m1a1_hc_abrams,https://wiki.warthunder.ru/unit/us_m1a1_hc_abrams,M1A1 HC,usa,11.7,950000,VII,Наземная техника,vehicle,350000
us_lvt_a_1,https://wiki.warthunder.ru/unit/us_lvt_a_1,LVT(A)(1),usa,1.0,0,I,Наземная техника,vehicle,
us_m22_locust,https://wiki.warthunder.ru/unit/us_m22_locust,M22,usa,2.0,2100,I,Наземная техника,vehicle,4000
us_m103,https://wiki.warthunder.ru/unit/us_m103,M103,usa,7.7,300000,V,Наземная техника,vehicle,105000
us_m1_abrams,https://wiki.warthunder.ru/unit/us_m1_abrams,M1 Abrams,usa,10.7,710000,VII,Наземная техника,vehicle,260000
us_m1a1_abrams,https://wiki.warthunder.ru/unit/us_m1a1_abrams,M1A1,usa,11.3,830000,VII,Наземная техника,vehicle,300000
us_m1_ip_abrams,https://wiki.warthunder.ru/unit/us_m1_ip_abrams,IPM1,usa,11.3,950000,VII,Наземная техника,vehicle,175000
us_m1a2_abrams,https://wiki.warthunder.ru/unit/us_m1a2_abrams,M1A2 Abrams,usa,11.7,1080000,VIII,Наземная техника,vehicle,400000
us_m1a2_sep_abrams,https://wiki.warthunder.ru/unit/us_m1a2_sep_abrams,M1A2 SEP,usa,12.0,1100000,VIII,Наземная техника,vehicle,200000
us_m1a2_sep2_abrams,https://wiki.warthunder.ru/unit/us_m1a2_sep2_abrams,M1A2 SEP V2,usa,12.0,1100000,VIII,Наземная техника,vehicle,410000
us_halftrack_m16,https://wiki.warthunder.ru/unit/us_halftrack_m16,M16 MGMC,usa,2.7,10000,II,Наземная техника,vehicle,7900
us_m19,https://wiki.warthunder.ru/unit/us_m19,M19A1,usa,4.0,47000,III,Наземная техника,vehicle,18000
us_m163_vulcan,https://wiki.warthunder.ru/unit/us_m163_vulcan,M163,usa,7.3,270000,V,Наземная техника,vehicle,95000
us_m247,https://wiki.warthunder.ru/unit/us_m247,M247,usa,9.0,520000,VI,Наземная техника,vehicle,190000
us_lav_ad,https://wiki.warthunder.ru/unit/us_lav_ad,LAV-AD,usa,10.0,710000,VII,Наземная техника,vehicle,260000
us_adats_bradley,https://wiki.warthunder.ru/unit/us_adats_bradley,ADATS,usa,11.7,1080000,VIII,Наземная техника,vehicle,400000
us_halftrack_m3_75mm_gmc,https://wiki.warthunder.ru/unit/us_halftrack_m3_75mm_gmc,M3 GMC,usa,1.7,6300,I,Наземная техника,vehicle,5900
us_m10,https://wiki.warthunder.ru/unit/us_m10,M10 GMC,usa,3.3,22000,II,Наземная техника,vehicle,11000
us_m109a1,https://wiki.warthunder.ru/unit/us_m109a1,M109A1,usa,6.3,155000,IV,Наземная техника,vehicle,46000
us_m1128_mgs,https://wiki.warthunder.ru/unit/us_m1128_mgs,M1128,usa,10.3,710000,VII,Наземная техника,vehicle,260000
us_lvt_a_4,https://wiki.warthunder.ru/unit/us_lvt_a_4,LVT(A)(4),usa,1.3,,I,Наземная техника,vehicle,
us_m24_chaffee_tl,https://wiki.warthunder.ru/unit/us_m24_chaffee_tl,M24 (TL),usa,3.7,,II,Наземная техника,vehicle,
us_m18_super_hellcat,https://wiki.warthunder.ru/unit/us_m18_super_hellcat,Super Hellcat,usa,6.3,,IV,Наземная техника,vehicle,
us_m26_t99,https://wiki.warthunder.ru/unit/us_m26_t99,M26 T99,usa,6.7,,IV,Наземная техника,vehicle,
us_m26e1_pershing,https://wiki.warthunder.ru/unit/us_m26e1_pershing,M26E1,usa,6.7,,IV,Наземная техника,vehicle,
us_m1128_wolfpack,https://wiki.warthunder.ru/unit/us_m1128_wolfpack,M1128 Wolfpack,usa,10.3,,VII,Наземная техника,vehicle,
us_m1_abrams_kvt,https://wiki.warthunder.ru/unit/us_m1_abrams_kvt,M1 KVT,usa,10.7,,VII,Наземная техника,vehicle,
us_m1a1_abrams_yt_cup_2019,https://wiki.warthunder.ru/unit/us_m1a1_abrams_yt_cup_2019,␙M1A1,usa,11.3,,VII,Наземная техника,vehicle,
us_m1a1_aim_abrams,https://wiki.warthunder.ru/unit/us_m1a1_aim_abrams,M1A1 AIM,usa,11.7,,VII,Наземная техника,vehicle,
us_m1a1_hc_usmc,https://wiki.warthunder.ru/unit/us_m1a1_hc_usmc,M1A1 Click-Bait,usa,11.7,,VII,Наземная техника,vehicle,
us_lvt_a_1_trb,https://wiki.warthunder.ru/unit/us_lvt_a_1_trb,○LVT(A)(1),usa,1.0,,I,Наземная техника,vehicle,
us_lvt_4_zis_2,https://wiki.warthunder.ru/unit/us_lvt_4_zis_2,▃LVT(A)(4) (ZIS-2),usa,2.3,,II,Наземная техника,vehicle,
us_m18_hellcat_black_cat,https://wiki.warthunder.ru/unit/us_m18_hellcat_black_cat,"M18 ""Black Cat""",usa,6.0,,III,Наземная техника,vehicle,
us_ccvl,https://wiki.warthunder.ru/unit/us_ccvl,CCVL,usa,10.0,,VII,Наземная техника,vehicle,
us_losat_ccv,https://wiki.warthunder.ru/unit/us_losat_ccv,LOSAT,usa,10.0,,VII,Наземная техника,vehicle,
us_ags_teledyne,https://wiki.warthunder.ru/unit/us_ags_teledyne,AGS,usa,11.3,,VII,Наземная техника,vehicle,
ussr_zsu_37,https://wiki.warthunder.ru/unit/ussr_zsu_37,ЗСУ-37,ussr,3.3,47000,II,Наземная техника,vehicle,9200
ussr_zsu_57_2,https://wiki.warthunder.ru/unit/ussr_zsu_57_2,ЗСУ-57-2,ussr,7.0,240000,V,Наземная техника,vehicle,82000
ussr_zsu_37_2,https://wiki.warthunder.ru/unit/ussr_zsu_37_2,ЗСУ-37-2,ussr,7.7,340000,V,Наземная техника,vehicle,120000
ussr_zsu_23_4,https://wiki.warthunder.ru/unit/ussr_zsu_23_4,ЗСУ-23-4В,ussr,8.0,380000,VI,Наземная техника,vehicle,135000
ussr_zsu_23_4m4,https://wiki.warthunder.ru/unit/ussr_zsu_23_4m4,ЗСУ-23-4М4,ussr,9.3,520000,VI,Наземная техника,vehicle,190000
ussr_zut_37,https://wiki.warthunder.ru/unit/ussr_zut_37,ЗУТ-37,ussr,2.3,,II,Наземная техника,vehicle,
ussr_zsu_23_4m2,https://wiki.warthunder.ru/unit/ussr_zsu_23_4m2,ЗСУ-23-4М2,ussr,7.3,270000,V,Наземная техника,vehicle,95000
us_m4a2_1944_germ,https://wiki.warthunder.ru/unit/us_m4a2_1944_germ,▀M4 748 (a),germany,4.0,,III,Наземная техника,vehicle,
us_m2a4,https://wiki.warthunder.ru/unit/us_m2a4,M2A4,usa,1.0,0,I,Наземная техника,vehicle,
us_m3_stuart,https://wiki.warthunder.ru/unit/us_m3_stuart,M3 Stuart,usa,2.0,700,I,Наземная техника,vehicle,2900
us_m3a1_stuart,https://wiki.warthunder.ru/unit/us_m3a1_stuart,M3A1 Stuart,usa,2.3,6300,I,Наземная техника,vehicle,5900
us_m5a1_stuart,https://wiki.warthunder.ru/unit/us_m5a1_stuart,M5A1,usa,2.7,10000,II,Наземная техника,vehicle,7900
us_m41_walker_bulldog,https://wiki.warthunder.ru/unit/us_m41_walker_bulldog,M41A1,usa,6.3,155000,IV,Наземная техника,vehicle,46000
us_m551,https://wiki.warthunder.ru/unit/us_m551,M551,usa,8.0,380000,VI,Наземная техника,vehicle,135000
us_m3_bradley,https://wiki.warthunder.ru/unit/us_m3_bradley,M3 Bradley,usa,8.3,450000,VI,Наземная техника,vehicle,160000
us_m3a3_bradley,https://wiki.warthunder.ru/unit/us_m3a3_bradley,M3A3 Bradley,usa,10.0,710000,VII,Наземная техника,vehicle,260000
us_m2_medium,https://wiki.warthunder.ru/unit/us_m2_medium,M2,usa,1.3,700,I,Наземная техника,vehicle,2900
us_m3_lee,https://wiki.warthunder.ru/unit/us_m3_lee,M3 Lee,usa,2.7,10000,II,Наземная техника,vehicle,7900
us_m4a1_1942_sherman,https://wiki.warthunder.ru/unit/us_m4a1_1942_sherman,M4A1,usa,3.3,16000,II,Наземная техника,vehicle,9200
us_m4_sherman,https://wiki.warthunder.ru/unit/us_m4_sherman,M4,usa,3.7,22000,II,Наземная техника,vehicle,5600
us_m4a2_sherman,https://wiki.warthunder.ru/unit/us_m4a2_sherman,M4A2,usa,4.0,32000,II,Наземная техника,vehicle,6900
us_m4a1_76w_sherman,https://wiki.warthunder.ru/unit/us_m4a1_76w_sherman,M4A1 (76) W,usa,5.0,47000,III,Наземная техника,vehicle,18000
us_m4a2_76w_sherman,https://wiki.warthunder.ru/unit/us_m4a2_76w_sherman,M4A2 (76) W,usa,5.3,105000,III,Наземная техника,vehicle,33000
us_m4a3e8_76w_sherman,https://wiki.warthunder.ru/unit/us_m4a3e8_76w_sherman,M4A3 (76) W,usa,5.7,135000,III,Наземная техника,vehicle,20000
us_m4_t26,https://wiki.warthunder.ru/unit/us_m4_t26,M4/T26,usa,6.0,155000,IV,Наземная техника,vehicle,46000
